record_origin,#,card_id,البنك (عربي),البنك (إنجليزي),نوع الكيان,اسم البطاقة,الشبكة,الفئة/المستوى,فئة الحساب,برنامج الولاء,نوع المكافأة,نوع المنتج,شريك فرسان؟,مستوى الثقة (calcTier),الرسوم السنوية (كما وردت),تصنيف الرسوم,أبرز المزايا/الملاحظات,مصدر البيانات,تاريخ آخر مراجعة,ملاحظة للفريق,chrome_exact_id_evidence,identity_status,bank_section,card_name,network,tier,account_segment,loyalty_program,reward_type,product_type,calc_tier,annual_fee,benefits,source,source_date,source_file,table_no,row_no
original_master,62,BARQ-01,برق (Barq - تابعة لبنك الجزيرة),Barq (Bank Aljazira digital wallet),digital_wallet,بطاقة برق (مدى),mada,أساسية,عادي,لا يوجد,لا يوجد,مسبقة الدفع (Prepaid),,unavailable,غير مذكور بالمصدر (السحب من الصراف بدون رسوم),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,63,BARQ-02,برق (Barq - تابعة لبنك الجزيرة),Barq (Bank Aljazira digital wallet),digital_wallet,بطاقة برق (فيزا),Visa,أساسية,عادي,لا يوجد,لا يوجد,مسبقة الدفع (Prepaid),,unavailable,بدون رسوم سنوية,مجاني مدى الحياة,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,64,BSF-01,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,فيزا انفينيت الإسلامية,Visa,إنفينيت,مميز,برنامج BSF Jana,نقاط,بطاقة ائتمانية,,estimated,"1,000 ريال",مبلغ محدد,خدمة الاستقبال والمساعدة في أكثر من 450 مطار دولي؛ خدمة كونسيرج عالمية؛ أسلوب حياة راقٍ وعروض فنادق فاخرة؛ نقاط BSF Jana,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,65,BSF-02,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,فيزا بلاتينيوم الإسلامية,Visa,بلاتينيوم,عادي,برنامج BSF Jana,نقاط,بطاقة ائتمانية,,estimated,400 ريال,مبلغ محدد,حتى 100 نقطة BSF Jana لكل 100 ريال محلي/أوروبي؛ حتى 150 نقطة لكل 100 ريال دولي؛ دخول أكثر من 25 صالة مطار عالمياً,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,66,BSF-03,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,فيزا سيجنتشر الإسلامية,Visa,سيجنتشر,مميز,-,,بطاقة ائتمانية,,estimated,750 ريال,مبلغ محدد,دخول صالات المطارات العالمية؛ عروض فنادق راقية؛ خدمة استقبال ومساعدة في أكثر من 450 مطار دولي,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,67,BSF-04,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,وورلد إيليت,Mastercard,وورلد إيليت — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only),مميز,-,,بطاقة ائتمانية,,estimated,مجاني مدى الحياة (Free for Life),مجاني مدى الحياة,لايف ستايل وكونسيرج سفر؛ مكافآت Hertz Gold Plus؛ عروض مجموعة Best Western,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,تصنيف موحَّد 2026-07-29: أُدرجت ضمن فئة 'فائقة التميز/دعوة حصرية' الجديدة (قرار موسَّع على كل الملف بعد إقرار المستخدم، بدءًا من حالة SNB-16) — تُطبَّق على كل بطاقات World Elite/World Legend/World Legend Exclusive/Infinite Privilege بالملف لتوحيد المسمى عبر كل البنوك بدل تفاوتها سابقًا.,,master_only,,,,,,,,,,,,,,,,
original_master,68,BSF-05,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,فيزا الفرسان البلاتينية,Visa,بلاتينيوم (أميال Alfursan),عادي,برنامج الفرسان (Alfursan - Saudia),أميال,بطاقة ائتمانية,نعم,precise,600 ريال,مبلغ محدد,"ميل لكل 4 ريال محلي؛ ميل لكل 3 ريال دولي؛ 10,000 ميل إضافي سنوياً",BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,69,BSF-06,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,فيزا الفرسان إنفينيت,Visa,إنفينيت (أميال Alfursan),مميز,برنامج الفرسان (Alfursan - Saudia),أميال,بطاقة ائتمانية,نعم,precise,"2,000 ريال (مجاني بالسنة الأولى)",مبلغ محدد,"ميل لكل 3 ريال محلي ودول أوروبا؛ ميل لكل 1.5 ريال دولي؛ 30,000 ميل إضافي كل ربع سنة",BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,70,BSF-07,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,المسافر فيزا إنفينيت,Visa,إنفينيت (نقاط سفر),مميز,برنامج نقاط خاص بالبطاقة/البنك,نقاط,بطاقة ائتمانية,,estimated,805 ريال (إعفاء ترويجي بالسنة الأولى حتى 30 يونيو 2026),مبلغ محدد,استرداد 20% كنقاط على حجوزات الفنادق؛ 10% على حجوزات الطيران؛ 30% على أنشطة السفر,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,71,BSF-08,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,المسافر فيزا سيجنيتشر,Visa,سيجنتشر (نقاط سفر),مميز,برنامج نقاط خاص بالبطاقة/البنك,نقاط,بطاقة ائتمانية,,estimated,300 ريال (إعفاء ترويجي بالسنة الأولى لمن يتقدم قبل 31 مارس 2026),مبلغ محدد,استرداد 12% كنقاط على حجوزات الفنادق؛ 7% على حجوزات الطيران؛ 20% على أنشطة السفر,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,72,BSF-09,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,بطاقة لايف ستايل الكاش باك,,كاش باك (لايف ستايل),,بدون برنامج ولاء - استرداد نقدي مباشر,كاش باك,بطاقة ائتمانية,,unavailable,غير مذكور بالمصدر,غير متوفر على الموقع,حتى 10% استرداد نقدي على فئة واحدة مختارة (مطاعم/تموينات/سفر/طبي/تعليم)؛ 3% أو 2% لفئتين؛ 0.5% لباقي الفئات؛ حد أقصى 250 ريال شهرياً,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,73,BSF-10,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,بطاقة رواتب العمالة المنزلية - أجرك,,حد ائتماني منخفض (رواتب عمالة منزلية),عادي,-,,بطاقة متخصصة (رواتب/غير استهلاكية),,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,بطاقة مخصصة لصرف رواتب العمالة المنزلية,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,74,BSF-11,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,بطاقة عالمي,,غير محدد,,-,,بطاقة ائتمانية,,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,غير متوفر بالتفصيل على الموقع,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,75,BSF-12,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,بطاقة عملاتي,,متعددة العملات,,-,,بطاقة ائتمانية,,unavailable,إصدار 100 ريال + تجديد سنوي 100 ريال,مبلغ محدد,غير متوفر بالتفصيل على الموقع (على الأرجح بطاقة مسبقة الدفع متعددة العملات),BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,,master_only,,,,,,,,,,,,,,,,
original_master,76,BSF-15,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,Visa Gold Tawafoq (إسلامية),Visa,Gold,عادي,Jana Rewards,نقاط,بطاقة ائتمانية,,estimated,200 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت عبر بحث مباشر (WebFetch) على الموقع الرسمي بعد تعذّر وصول أداة كروم للموقع (2026-07-23).,,master_only,,,,,,,,,,,,,,,,
original_master,77,BSF-16,البنك السعودي الفرنسي (BSF),Banque Saudi Fransi,bank,Mastercard Gold,Mastercard,Gold,عادي,Jana Rewards,نقاط,بطاقة ائتمانية,,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت عبر بحث مباشر (WebFetch) على الموقع الرسمي بعد تعذّر وصول أداة كروم للموقع (2026-07-23).,,master_only,,,,,,,,,,,,,,,,
original_master,78,D360-01,بنك D360 (دي 360),D360 Bank,digital_bank,البطاقة الأساسية (مدى),mada,أساسية,عادي,لا يوجد,لا يوجد,مسبقة الدفع (Prepaid),,unavailable,مجانية بالكامل,مجاني مدى الحياة,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,79,D360-02,بنك D360 (دي 360),D360 Bank,digital_bank,بطاقة فيزا مصاريف (للعائلة/التابعين),Visa,أساسية,عادي,لا يوجد,لا يوجد,بطاقة متخصصة (رواتب/غير استهلاكية),,unavailable,مجانية بالكامل,مجاني مدى الحياة,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,80,ENBD-01,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Platinum,Visa,Platinum,عادي,نقاط ENBD Plus Points,نقاط,بطاقة ائتمانية,,estimated,300 ريال + ضريبة,مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,Plus Points معدل موحّد محلي=دولي، بلا تفصيل فئوي — لذلك estimated رغم وجود مصدر PDF رسمي.,,master_only,,,,,,,,,,,,,,,,
original_master,81,ENBD-02,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Platinum Plus,Visa,Platinum Plus,عادي,نقاط ENBD Plus Points,نقاط,بطاقة ائتمانية,,estimated,مجانية (بدون رسوم سنوية),بدون رسوم,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,82,ENBD-03,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Mazeed Platinum Cashback,Visa,Mazeed Platinum,عادي,لا يوجد برنامج ولاء خارجي — نظام مكافآت داخلي للبنك,كاش باك (Cashback),بطاقة ائتمانية,نعم,precise,200 ريال + ضريبة,مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,83,ENBD-04,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Infinite,Visa,Infinite,مميز,نقاط ENBD Plus Points,نقاط,بطاقة ائتمانية,,estimated,"700 ريال + ضريبة (يتطلب حد أدنى دخل 30,000 ريال شهريًا حسب الموقع الحي)",مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,84,ENBD-05,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Rahhala Platinum,Visa,Rahhala Platinum,عادي,برنامج أميال Rahhala (شريك خارجي ICC — Innovative Consumer Concept FZE),أميال,بطاقة ائتمانية,نعم,precise,300 ريال + ضريبة,مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,85,ENBD-06,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Rahhala Infinite,Visa,Rahhala Infinite,مميز,برنامج أميال Rahhala (شريك خارجي ICC — Innovative Consumer Concept FZE),أميال,بطاقة ائتمانية,نعم,precise,700 ريال + ضريبة,مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,86,ENBD-07,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Jarir Platinum Cashback,Visa,Jarir Platinum,عادي,كاش باك جرير (شراكة Jarir),كاش باك (Cashback),بطاقة ائتمانية,نعم,precise,300 ريال + ضريبة,مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,87,ENBD-08,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Jarir Infinite Cashback,Visa,Jarir Infinite,مميز,كاش باك جرير (شراكة Jarir),كاش باك (Cashback),بطاقة ائتمانية,نعم,precise,600 ريال + ضريبة,مبلغ محدد,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,,,master_only,,,,,,,,,,,,,,,,
original_master,88,ENBD-09,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Personal Banking Debit Card,Visa,Visa Platinum (خصم),عادي,لا يوجد,لا يوجد,بطاقة خصم (ليست مدى — شبكة Visa خصم مباشر),,unavailable,غير مذكورة على صفحة المنتج,غير متوفر على الموقع,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,بطاقة خصم مرتبطة بحساب بنكي معيّن (Personal/Premium/Priority/Private Banking) — ليست بطاقة مدى بالمعنى التقني، الشبكة Visa مباشرة.,,master_only,,,,,,,,,,,,,,,,
original_master,89,ENBD-10,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Premium Banking Debit Card,Visa,Visa Signature (خصم),مميز,لا يوجد,لا يوجد,بطاقة خصم (ليست مدى — شبكة Visa خصم مباشر),,unavailable,غير مذكورة على صفحة المنتج,غير متوفر على الموقع,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,بطاقة خصم مرتبطة بحساب بنكي معيّن (Personal/Premium/Priority/Private Banking) — ليست بطاقة مدى بالمعنى التقني، الشبكة Visa مباشرة.,,master_only,,,,,,,,,,,,,,,,
original_master,90,ENBD-11,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Priority Banking Debit Card,Visa,Visa Infinite - Priority (خصم),مميز,لا يوجد,لا يوجد,بطاقة خصم (ليست مدى — شبكة Visa خصم مباشر),,unavailable,غير مذكورة على صفحة المنتج,غير متوفر على الموقع,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,بطاقة خصم مرتبطة بحساب بنكي معيّن (Personal/Premium/Priority/Private Banking) — ليست بطاقة مدى بالمعنى التقني، الشبكة Visa مباشرة.,,master_only,,,,,,,,,,,,,,,,
original_master,91,ENBD-12,بنك الإمارات دبي الوطني السعودية (ENBD KSA),Emirates NBD KSA,bank,Private Banking Debit Card,Visa,Visa Infinite - Private (خصم),مميز,لا يوجد,لا يوجد,بطاقة خصم (ليست مدى — شبكة Visa خصم مباشر),,unavailable,غير مذكورة على صفحة المنتج,غير متوفر على الموقع,,https://www.emiratesnbd.com.sa/en/cards,2026-07-28,بطاقة خصم مرتبطة بحساب بنكي معيّن (Personal/Premium/Priority/Private Banking) — ليست بطاقة مدى بالمعنى التقني، الشبكة Visa مباشرة.,,master_only,,,,,,,,,,,,,,,,
original_master,92,GIB-01,بنك الخليج الدولي - السعودية (GIB),Gulf International Bank Saudi Arabia (meem),bank,بطاقة ميم انفينيت,Visa,إنفينيت,مميز,برنامج نقاط عجيب (منصة meem الرقمية - GIB),نقاط,بطاقة ائتمانية,,estimated,750 ريال سنويًا (معفاة بالكامل مؤقتًا حتى 31 أغسطس 2026),بدون رسوم - عرض مؤقت,"نقاط عجيب: 1.5 نقطة/ريال محلي و2 نقطة/ريال دولي؛ خطط تقسيط مرنة (ميم أسهل)؛ دخول أكثر من 1,200 صالة مطار عالمياً عبر Visa Airport Companion",meem.com (منصة GIB الرقمية),2026-07-21,بيانات مرصودة عبر منصة meem الرقمية التابعة لـ GIB السعودية (وليس الموقع المؤسسي gib.com المحجوب).,,master_only,,,,,,,,,,,,,,,,
original_master,93,GIB-02,بنك الخليج الدولي - السعودية (GIB),Gulf International Bank Saudi Arabia (meem),bank,بطاقة ميم سيجنتشر,Visa,سيجنتشر,مميز,برنامج نقاط عجيب (منصة meem الرقمية - GIB),نقاط,بطاقة ائتمانية,,estimated,500 ريال سنويًا (معفاة مؤقتًا حتى 31 أغسطس 2026),بدون رسوم - عرض مؤقت,"نقاط عجيب: 1 نقطة/ريال محلي و1.75 نقطة/ريال دولي؛ خطط تقسيط مرنة (ميم أسهل)؛ دخول أكثر من 1,200 صالة مطار عالمياً",meem.com (منصة GIB الرقمية),2026-07-21,بيانات مرصودة عبر منصة meem الرقمية التابعة لـ GIB السعودية (وليس الموقع المؤسسي gib.com المحجوب).,,master_only,,,,,,,,,,,,,,,,
original_master,94,GIB-03,بنك الخليج الدولي - السعودية (GIB),Gulf International Bank Saudi Arabia (meem),bank,بطاقة ميم البلاتينية,Visa,بلاتينيوم,عادي,برنامج نقاط عجيب (منصة meem الرقمية - GIB),نقاط,بطاقة ائتمانية,,estimated,350 ريال سنويًا (معفاة مؤقتًا حتى 31 أغسطس 2026),بدون رسوم - عرض مؤقت,نقاط عجيب: 0.6 نقطة/ريال محلي و1.5 نقطة/ريال دولي؛ مكافآت فورية وبرنامج أقساط جذاب؛ دخول 25 صالة مطار عالمياً,meem.com (منصة GIB الرقمية),2026-07-21,بيانات مرصودة عبر منصة meem الرقمية التابعة لـ GIB السعودية (وليس الموقع المؤسسي gib.com المحجوب).,,master_only,,,,,,,,,,,,,,,,
original_master,95,GIB-04,بنك الخليج الدولي - السعودية (GIB),Gulf International Bank Saudi Arabia (meem),bank,بطاقة ميم Go الائتمانية,Visa,Go (استخدام يومي),,برنامج نقاط عجيب (منصة meem الرقمية - GIB),نقاط,بطاقة ائتمانية,,estimated,مجانًا (لا رسوم سنوية) + رسوم تحويل عملة 0% حتى 31 أغسطس 2026 (بعدها غير مذكور),مجاني مدى الحياة,أسعار صرف تنافسية؛ نقاط عجيب على كل عملية؛ دخول 25 صالة مطار عالمياً؛ مصممة للاستخدام اليومي بمرونة إنفاق,meem.com (منصة GIB الرقمية),2026-07-21,بيانات مرصودة عبر منصة meem الرقمية التابعة لـ GIB السعودية (وليس الموقع المؤسسي gib.com المحجوب).,,master_only,,,,,,,,,,,,,,,,
original_master,96,MOBP-01,موبايلي باي (Mobily Pay),Mobily Pay,digital_wallet,بطاقة موبايلي باي البلاتينية,Visa,Platinum,عادي,كاش باك موبايلي باي,كاش باك,مسبقة الدفع (Prepaid),,estimated,بدون رسوم إصدار,مجاني مدى الحياة,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,97,RAJHI-01,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة بلاتينيوم الائتمانية,Visa,بلاتينيوم,عادي,برنامج نقاط خاص بالبطاقة/البنك,نقاط,بطاقة ائتمانية,,estimated,490 ريال (سنوية/إصدار),بدون رسوم - عرض مؤقت,"دخول 25 صالة مطار عالمية عبر Visa Airport Companion؛ 25,000 نقطة مكافأة ترحيبية عند الشراء بـ15,000 ريال خلال 90 يوم؛ 1 نقطة/ريال محلي و4 نقاط/ريال دولي؛ سحب نقدي حتى 30% من الحد الائتماني؛ برنامج تساهيل 0% تقسيط؛ بطاقتين إضافيتين مجاناً",ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,رسوم مؤكدة من ملف Credit Cards Eng-May-26.pdf؛ معدل اكتساب Mokafaa غير مفصّل بالمصدر.,,master_only,,,,,,,,,,,,,,,,
original_master,98,RAJHI-02,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة سيجنتشر الائتمانية,Visa,سيجنتشر,مميز,برنامج نقاط خاص بالبطاقة/البنك,نقاط,بطاقة ائتمانية,,estimated,790 ريال (سنوية/إصدار),بدون رسوم - عرض مؤقت,"دخول 1,200 صالة مطار عالمية؛ 75,000 نقطة مكافأة ترحيبية عند الشراء بـ25,000 ريال خلال 90 يوم؛ تأمين سفر حتى 90 يوماً؛ خدمة كونسيرج فيزا",ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,رسوم مؤكدة؛ ⚠ نفس رسوم RAJHI-04 (سيليكتيف) — تحقق من ازدواج إسناد.,,master_only,,,,,,,,,,,,,,,,
original_master,99,RAJHI-03,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة إنفينيت الائتمانية,Visa,إنفينيت,مميز,برنامج نقاط خاص بالبطاقة/البنك,نقاط,بطاقة ائتمانية,,estimated,990 ريال (سنوية/إصدار),بدون رسوم - عرض مؤقت,"دخول 1,200 صالة مطار عالمية؛ 150,000 نقطة مكافأة ترحيبية عند الشراء بـ25,000 ريال خلال 90 يوم؛ خدمة نقل مجانية من/إلى المطار وركن سيارات مجاني",ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,نفس هيكل الرسوم والربح لبطاقة بلاتينيوم,,master_only,,,,,,,,,,,,,,,,
original_master,100,RAJHI-04,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة سيليكتيف الائتمانية,,سيليكتيف,عادي,مكافأة,نقاط,بطاقة ائتمانية,,estimated,790 ريال (سنوية/إصدار) ⚠ مطابقة تامة لرسوم سيجنتشر,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,⚠ تعارض/تطابق مشبوه: نفس رسوم RAJHI-02 سيجنتشر تمامًا — يحتاج تأكيد أنه ليس خطأ إسناد عمود بالمصدر.,,master_only,,,,,,,,,,,,,,,,
original_master,101,RAJHI-05,مصرف الراجحي,Al Rajhi Bank,bank,بطاقة Marriott Bonvoy® الائتمانية,,شراكة Marriott Bonvoy,,نقاط Marriott Bonvoy,نقاط,بطاقة ائتمانية,,precise,"1,200 ريال",غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,RAJHI Mariot Bonvoy Card Eng.pdf + alrajhibank.com.sa,2026-07-28,"اكتساب: محلي 1.5 نقطة/3.75 ريال، دولي 3.5 نقطة/3.75 ريال، فندقي Marriott 6 نقاط/3.75 ريال. ⚠ تعارض بونص ترحيبي: 50,000 نقطة (PDF) مقابل 150,000 نقطة عبر 3 مراحل (الموقع الحي) — غير محسوم.",,master_only,,,,,,,,,,,,,,,,
original_master,102,RAJHI-06,مصرف الراجحي,Al Rajhi Bank,bank,"البلاتينية ""الحسم الشهري""",,بلاتينيوم (حسم شهري/Charge),عادي,مكافأة (✓),نقاط,بطاقة حسم شهري (Charge),,estimated,425 ريال إصدار / 370 ريال تجديد (⚠ رقم موحّد غير مقسّم حسب الفئة الثلاث),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,جدول الرسوم بالمصدر الجديد لا يفرّق بين البلاتينية/الكلاسيكية/إنفينيت لخط الحسم الشهري — رقم واحد مشترك، غير مؤكد التوزيع.,,master_only,,,,,,,,,,,,,,,,
original_master,103,RAJHI-07,مصرف الراجحي,Al Rajhi Bank,bank,"الكلاسيكية ""الحسم الشهري""",,كلاسيك (حسم شهري/Charge),عادي,لا يوجد (بحسب المصدر، رغم وجود معدل نقاط معلن),نقاط,بطاقة حسم شهري (Charge),,estimated,425 ريال إصدار / 370 ريال تجديد (⚠ رقم موحّد غير مقسّم حسب الفئة الثلاث),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,جدول الرسوم بالمصدر الجديد لا يفرّق بين البلاتينية/الكلاسيكية/إنفينيت لخط الحسم الشهري — رقم واحد مشترك، غير مؤكد التوزيع.,,master_only,,,,,,,,,,,,,,,,
original_master,104,RAJHI-08,مصرف الراجحي,Al Rajhi Bank,bank,"إنفينيت ""الحسم الشهري""",,إنفينيت (حسم شهري/Charge),مميز,لا يوجد (بحسب المصدر، رغم وجود معدل نقاط معلن),نقاط,بطاقة حسم شهري (Charge),,estimated,425 ريال إصدار / 370 ريال تجديد (⚠ رقم موحّد غير مقسّم حسب الفئة الثلاث),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,ملفات PDF رسمية جديدة (دفعة 2026-07-28، 10 ملفات) + alrajhibank.com.sa,2026-07-28,جدول الرسوم بالمصدر الجديد لا يفرّق بين البلاتينية/الكلاسيكية/إنفينيت لخط الحسم الشهري — رقم واحد مشترك، غير مؤكد التوزيع.,,master_only,,,,,,,,,,,,,,,,
